"IDs","Arabinose","Galactose","Glucose","Xylose","Mannose","insoluble.lignin","soluble.lignin","holocellulose","alpha.cellulose","hemicellulose","Syringyl.lignin.monomers....","Fiber.length.Lw..length.weighted.","MFA..first.growth.ring.from.bark.","MFA..first.growth.ring.from.pith.","X.crystallinity..w_c.","average.wood.density","total.lignin"
"KLNG-20-4",0.752544386,0.547863903,49.88326818,17.11569309,2.840066071,14.25219941,2.669128232,75.2027027,43.70825924,31.49444346,72.62,0.838,19.4,20.36,49.5,377.63,16.92132765
"KLNG-20-6",0.623188203,0.529164008,47.38351647,17.25746831,2.990719301,17.37346101,2.437010322,70.93333333,42.53533152,28.39800181,68.7,1.035,15.57,18.56,46.08,374.73,19.81047133
"KLNG-20-7",0.642406282,0.56266843,48.03122202,17.17819443,3.09436396,15.87403599,2.774888993,68.95403065,43.2928888,25.66114184,72.37,0.898,18.32,17.61,42.92,404.26,18.64892498
"KTMA-12-1",0.816404185,0.869544034,52.07734379,18.53103893,3.844088135,17.6784523,2.55540057,68.37041491,42.3154841,26.05493082,69.79,0.986,18.56,18.68,49.75,408.09,20.23385287
"KTMA-12-4",0.637157768,0.353931265,51.83673442,19.15023291,2.340637365,19.10466583,2.378310214,64.1495042,38.32224271,25.82726149,69.2,0.63,20.84,24.67,51.81,478.38,21.48297604
"KTMC-12-3",0.537921388,0.477432633,52.8012462,18.75350005,2.579664215,15.83442838,2.55937164,74.53066333,43.1369253,31.39373803,71.01,0.905,19.28,19.28,48.78,386.65,18.39380002
"LAFY-30-1",0.611623491,0.849084718,50.54369613,17.88783203,2.929777352,20.69857697,2.625808538,65.3624118,38.99266956,26.36974224,69.34,0.92,16.65,20.6,45.25,320.42,23.32438551
"LAFY-30-2",0.776697493,0.883003866,50.82192865,20.06741575,2.034599379,16.10223642,2.597269823,68.09256662,41.29186276,26.80070386,67.53,0.96,19.16,20,45.05,399.18,18.69950624
"LAFY-30-3",0.517532151,0.607922015,52.14258698,16.2781825,2.015065271,18.40052016,2.805325689,66.14785992,38.67131556,27.47654436,69.1,0.96,14.61,16.29,45.87,366.96,21.20584584
"LILA-26-2",0.598027723,0.626859065,49.64112075,20.81291003,2.970824469,18.0564675,2.828150182,66.66666667,38.22717034,28.43949632,68.9,0.972,19.04,21.08,51.28,425.3,20.88461768
"LILA-26-4",0.603924895,0.508566475,50.54109174,21.95877154,2.592711259,16.84958037,3.019602089,71.16077866,41.01032691,30.15045175,72.4,0.907,18.56,18.8,46.95,372.74,19.86918246
"LILA-26-5",0.510015815,0.428114727,49.59963478,19.6444462,2.738720228,17.29660474,3.320540446,69.3000693,38.35505831,30.94501099,74.57,0.918,14.73,18.8,46.51,389.21,20.61714519
"LILB-26-1",0.686861875,0.567245554,48.26533556,19.54491341,2.490354999,17.8614098,2.427527968,71.31560029,40.84533378,30.47026651,67.82,0.946,18.44,17.85,44.25,416.72,20.28893776
"LILB-26-2",0.591445776,0.602227194,46.90800023,18.80082611,2.757555826,18.65524061,2.94615569,69.71504307,43.87136294,25.84368013,73.36,0.854,18.68,18.8,45.87,367.16,21.6013963
"LILB-26-3",0.611553529,0.69810666,51.79625294,20.15527123,2.432121663,17.03947368,2.355711722,68.7585266,40.14478517,28.61374143,69.6,0.942,18.92,18.68,49.5,443.37,19.39518541
"LILB-26-4",0.61034799,0.671868682,48.87861581,18.86144833,2.719958067,18.21192053,2.72372065,67.46835443,40.18195481,27.28639962,70.1,0.823,19.04,22.04,49.26,378.02,20.93564118
"LILB-26-5",0.536013143,0.590388581,50.76517185,19.0941462,2.904179024,16.6560712,2.942957869,70.65637066,40.74339511,29.91297555,72.78,0.932,18.68,19.28,45.66,352.92,19.59902907
"LILC-26-1",0.538163188,0.659031998,40.66209448,13.91230467,1.901606843,17.65860039,2.004072775,69.1166989,40.05885283,29.05784607,71.18,0.829,17.61,20,44.64,385.81,19.66267317
"LILC-26-2",0.76393047,0.716373063,48.96549899,20.01999156,3.040011462,17.99870045,2.903361096,70.48231511,39.41155149,31.07076363,72.33,0.635,18.68,18.8,46.08,377.71,20.90206155
"LILC-26-3",0.63597757,0.488934682,48.54626877,20.33699928,3.321614157,19.40768746,3.266139657,68.82566586,38.56620202,30.25946384,73.02,0.716,19.04,18.8,49.02,402.04,22.67382712
"LILC-26-5",0.538205987,0.674015515,51.90731998,18.7135535,2.542771218,17.70963705,3.163841165,68.4418146,38.2083849,30.23342969,73.6,0.771,17.73,21.56,47.17,376.08,20.87347821
"LILD-26-3",0.445604528,0.606183711,53.44011728,18.60029472,3.10052913,16.99554424,2.993952896,69.58333333,42.95127482,26.63205851,73.64,1.031,17.49,19.76,46.51,428.41,19.98949714
"LNZK-28-2",0.547817761,0.488118935,52.15526184,20.02625456,3.149721497,18.61219196,2.603466572,69.50032446,42.01202825,27.48829621,70.11,0.865,17.61,19.28,45.87,403.2,21.21565853
"LNZK-28-3",0.45434121,0.378859108,44.90742265,18.2394415,2.449321745,18.85676741,2.341625851,69.78776529,40.7832083,29.00455699,69.34,0.867,17.37,16.17,46.51,375.44,21.19839326
"LNZK-28-4",0.460436586,0.359470157,52.40399995,18.75221785,3.461155215,19.25545571,3.08268176,67.24832215,40.42280803,26.82551412,73.82,0.899,18.32,17.37,50.76,387.07,22.33813747
"LNZK-28-5",0.572651879,0.625429848,46.06790242,15.7156893,2.55502752,16.6442953,2.635387431,70.22742936,42.73948373,27.48794563,72.79,0.867,18.08,18.8,45.25,378.89,19.27968273
"LONG-29-1",0.624801522,0.666620456,48.1433285,17.27808196,2.38098622,18.33648393,2.258234519,71.71314741,43.5532246,28.15992281,69.82,0.927,14.97,20.48,49.5,455.02,20.59471845
"LONG-29-2",0.552543676,1.04918335,58.91930382,13.87926584,2.404144569,15.92105263,2.016626794,73.89937107,48.14297564,25.75639543,73.96,0.949,16.05,20,53.19,515.16,17.93767943
"LONG-29-4",0.554712223,0.512725352,47.49090714,18.14431671,2.835359082,22.05755892,1.769591955,68.32855322,41.25564999,27.07290323,63.77477013,0.882,14.55098125,17.18630625,47.39814441,352.205,23.82715088
"MCFA-20-1",0.512645767,0.435634337,50.28551807,19.9236444,2.861234758,18.04560261,3.197660646,70.78651685,42.82382853,27.96268833,75.12,0.901,17.73,19.64,47.39,406.16,21.24326325
"MCFA-20-2",0.476199958,0.424909025,42.88728953,15.3089379,2.215618319,17.82051282,2.127768065,69.96221662,42.7550379,27.20717873,71.07,0.987,16.53,20.84,49.02,427.26,19.94828089
"MCFA-20-3",0.546957211,0.689637639,44.90056712,17.86108711,2.703107142,18.67549669,3.15436484,71.62162162,42.14602458,29.47559704,74.45,0.966,17.25,18.68,49.5,415.92,21.82986153
"MCFA-20-6",0.399774177,0.447636708,47.13871703,16.46437052,2.572695765,19.93442623,2.117645306,70.31736154,43.36387336,26.95348819,68.05,0.975,16.65,18.44,47.39,381.43,22.05207154
"MCHA-19-3",0.459814144,0.513764654,51.54042704,18.01440295,2.643373536,19.47803947,2.784995081,70.18450185,41.93295227,28.25154957,72.81,0.888,17.96,19.4,49.02,396.62,22.26303455
"MCHA-19-4",0.421127576,0.459717331,51.95034487,18.22555611,3.276009981,19.40298507,2.456037992,69.64520368,42.7879837,26.85721998,69.43,0.878,20.12,19.28,48.08,427.83,21.85902307
"MCHA-19-5",0.407975567,0.374029094,48.90888692,19.10105342,3.707676353,19.60154242,2.36503856,65.05415162,40.73442881,24.31972282,69.62,0.892,19.52,18.56,43.67,422.6,21.96658098
"MCHB-19-1",0.540042813,0.535898193,47.32539529,15.9919982,2.588641898,20.03780718,2.662055336,70.59214904,43.44034362,27.15180542,72.03,0.997,19.16,17.96,53.76,397.98,22.69986252
"MCHB-19-2",0.456569524,0.52749239,52.02286987,17.57793644,2.414968053,18.79549967,2.576619939,74.17900837,41.41109434,32.76791403,72.87,0.674,21.32,22.28,55.25,414.45,21.37211961
"MCHB-19-3",0.527250604,0.77852784,47.10160534,15.83815964,2.44887779,19.73421927,2.578556327,68.73368146,39.83404757,28.8996339,71.65,0.994,17.25,19.04,49.02,404.48,22.3127756
"MCHB-19-4",0.468234559,0.399804835,46.99431743,16.59942692,2.880392821,18.39228296,3.079888921,70.18673535,43.41462779,26.77210756,75.8,1.024,15.57,20.84,50.25,425.5,21.47217188
"MCHB-19-5",0.58779886,0.578012054,47.79826123,16.48883854,2.748354053,18.72391175,2.016723586,66.12779061,40.60519416,25.52259645,67.81,0.9,18.44,20,47.17,405.39,20.74063533
"MCMN-27-3",0.73105887,0.73577929,47.07404456,18.11359356,3.178524227,20.51612903,2.229853372,65.27777778,37.65549071,27.62228706,67.59,0.764,14.25,16.53,47.85,388.19,22.7459824
"MCMN-27-5",0.566970747,0.721744798,50.06578459,16.97839284,2.745452668,18.20529374,2.279887317,65.94488189,41.13671639,24.8081655,71.09,0.811,20.84,20,51.28,460.21,20.48518106
"MEMA-28-1",0.459112056,0.330596337,43.6559115,17.025157,2.596741285,18.89714994,2.233412189,71.76541717,41.5564791,30.20893807,70.75,0.838,18.92,22.76,44.25,367.83,21.13056213
"MEMA-28-3",0.489096843,0.721507323,49.08862982,17.393663,2.718832122,16.94610778,2.44586282,68.15642458,36.9121799,31.24424468,71.9,0.912,23.36,23.36,54.05,385.91,19.3919706
"MEMA-28-4",0.530328984,0.68171553,49.6830543,17.34716441,2.636460014,20.54533925,2.367354586,73.74413932,43.56204499,30.18209432,71.45,0.98,18.44,18.2,45.66,362.07,22.91269384
"MEMA-28-5",0.61622516,0.902069786,52.91789569,16.65711375,2.193003747,14.26900585,3.029372674,71.52020526,43.59634061,27.92386465,74.33,0.81,18.68,20.48,56.5,396.71,17.29837852
"MTSM-27-1",0.550293276,0.711248739,43.51312547,15.97798451,2.673364179,17.94196653,1.905746024,70.83067319,40.88172886,29.94894434,73.39905428,1.023,16.94673125,19.64195,47.16981132,391.05,19.84771255
